Tiempo	Ankle Flex/Ext	Knee Int/Ext R.	Inversion/Eversion
0.608870	13.465348	2.113150	-100.193313
0.609870	13.477987	2.078245	-100.229904
0.610870	13.503266	2.025888	-100.261791
0.611870	13.515906	1.982257	-100.285836
0.612870	13.515906	1.938625	-100.308836
0.613870	13.515906	1.921173	-100.330268
0.614870	13.515906	1.912447	-100.348564
0.615870	13.541185	1.903720	-100.360586
0.616870	13.553824	1.894994	-100.363723
0.617870	13.566464	1.886268	-100.361632
0.618870	13.579103	1.886268	-100.359018
0.619870	13.579103	1.903720	-100.340200
0.620870	13.579103	1.921173	-100.312495
0.621870	13.579103	1.938625	-100.270677
0.622870	13.566464	1.982257	-100.224677
0.623870	13.553824	2.025888	-100.173972
0.624870	13.553824	2.060793	-100.130586
0.625870	13.553824	2.095698	-100.090336
0.626870	13.553824	2.130603	-100.043813
0.627870	13.541185	2.191687	-100.000949
0.628870	13.553824	2.261497	-99.956517
0.629870	13.566464	2.331307	-99.912608
0.630870	13.579103	2.374938	-99.858244
0.631870	13.591743	2.409843	-99.807017
0.632870	13.591743	2.444748	-99.761539
0.633870	13.604382	2.462201	-99.718675
0.634870	13.642301	2.479653	-99.671630
0.635870	13.680219	2.497106	-99.619880
0.636870	13.705498	2.488380	-99.578584
0.637870	13.730777	2.488380	-99.537811
0.638870	13.756056	2.514558	-99.502266
0.639870	13.781335	2.532011	-99.466197
0.640870	13.806614	2.558190	-99.430129
0.641870	13.806614	2.575642	-99.391447
0.642870	13.806614	2.593095	-99.349629
0.643870	13.806614	2.619273	-99.309379
0.644870	13.806614	2.619273	-99.265469
0.645870	13.806614	2.601821	-99.226788
0.646870	13.806614	2.566916	-99.183401
0.647870	13.793974	2.540737	-99.143674
0.648870	13.781335	2.514558	-99.107083
0.649870	13.756056	2.488380	-99.063173
0.650870	13.743417	2.470927	-99.025537
0.651870	13.718138	2.453475	-98.993650
0.652870	13.692859	2.436022	-98.962809
0.653870	13.692859	2.436022	-98.929355
0.654870	13.692859	2.453475	-98.898514
0.655870	13.692859	2.444748	-98.869241
0.656870	13.692859	2.427296	-98.845195
0.657870	13.680219	2.392391	-98.832650
0.658870	13.680219	2.366212	-98.826377
0.659870	13.692859	2.340033	-98.823241
0.660870	13.705498	2.305128	-98.829514
0.661870	13.718138	2.287676	-98.848332
0.662870	13.705498	2.278949	-98.867150
0.701479	13.680219	2.305128	-98.893809
0.702479	13.680219	2.340033	-98.923605
0.703479	13.680219	2.357486	-98.945559
0.704479	13.705498	2.374938	-98.974309
0.705479	13.718138	2.374938	-98.994173
0.706479	13.730777	2.366212	-99.013514
0.707479	13.743417	2.366212	-99.038082
0.708479	13.743417	2.348759	-99.064742
0.709479	13.730777	2.296402	-99.091923
0.710479	13.718138	2.261497	-99.119628
0.711479	13.705498	2.252771	-99.146287
0.712479	13.705498	2.244044	-99.160401
0.713479	13.705498	2.244044	-99.164060
0.714479	13.692859	2.244044	-99.162492
0.715479	13.667580	2.235318	-99.152560
0.716479	13.629661	2.217866	-99.126424
0.717479	13.604382	2.217866	-99.097673
0.718479	13.591743	2.191687	-99.062651
0.719479	13.566464	2.156782	-99.021355
0.720479	13.541185	2.156782	-98.981628
0.721479	13.503266	2.156782	-98.941378
0.722479	13.465348	2.182961	-98.903741
0.723479	13.427429	2.217866	-98.866105
0.724479	13.389511	2.244044	-98.825332
0.725479	13.351593	2.270223	-98.780900
0.726479	13.326314	2.331307	-98.734900
0.727479	13.288395	2.383664	-98.689422
0.728479	13.250477	2.418569	-98.639763
0.729479	13.212558	2.479653	-98.597945
